title,location,Price,category
Momo-Cha,Umm Qays,85,['Asian']
Shawerma Alkaram Alarabi,Amman,46,"['Shawarma & Doner', 'Snacks', 'Sandwiches ']"
Sukkar w Thalj,Al Maşţabah,12,"['Beverages', 'Crepes and Waffles', 'Desserts']"
Alaina Restaurant,Aqaba,42,"['Arabic', 'International']"
Tanoor Elday3a,Ash Shūnah ash Shamālīyah,85,['Shawarma & Doner']
Shanab Shawerma,Al Qasţal,62,"['Sandwiches ', 'Shawarma & Doner']"
Yalla Waffle,Al Burj,49,['Crepes and Waffles']
Hekayti al Qadema,Umm Qays,13,"['Manaqeesh', 'Pastries', 'Pizza']"
Zohoor Al Jabal,Umm al Kundum,20,"['Arabic', 'Grills', 'Shawarma & Doner']"
Ahmad Abu Shareiha Restaurant,Al Kafrayn,97,"['Arabic', 'Falafel', 'Jordanian']"
Sukkareih Yamal lsham Restaurants,Ash Shumaysānī,35,"['Grills', 'Arabic']"
Mr. Manqoush Manaqesh & Roll,Al Ḩayy,37,"['Arabic', 'Manaqeesh']"
Indoor Café,Ad Dimnah,44,"['American', 'Beverages']"
Bean Bag,Amman,16,['Speciality Store']
Izhiman`s Coffee,‘Ayn Amūn,94,"['Speciality Store', 'Nuts & Dried Fruit', 'Coffee & Tea']"
Tamryet Hamzeh,Shūnat Nimrīn,62,['Desserts']
Abdeen Roastery,Al Khuraybah,52,['Roastery']
Wadi Alwaleh Fishery,Al Khuraybah,30,"['Speciality Store', 'Fresh Meat & Fish']"
Alakkad Restaurant,Kufayrāt Abū Khīnan,83,"['Arabic', 'Falafel']"
The healthy mountain water of the castle,Al Azraq ash Shamālī,87,['Speciality Store']
Hamoudah Restaurant,Ajloun,80,"['Arabic', 'Breakfast', 'Falafel']"
Falafel Lo3betna,Umm Uthainah,11,"['Sandwiches ', 'Jordanian', 'Arabic']"
Oven Pan,Wadi Rum,50,['Desserts']
Ghaith Butchery And Frozen Foods,Al Ḩayy,48,"['Speciality Store', 'Fresh Meat & Fish']"
Selena Cake,Ad Dimnah,56,"['Desserts', 'Cakes and Desserts']"
Mama Roti,Shūnat Nimrīn,34,['Desserts']
Shawerma Hamdan,Al Khuraybah,28,"['Sandwiches ', 'Shawarma & Doner']"
Rawabi Al Yaman Restaurant & Kitchen,Sowayma,84,['Arabic']
Maqali Eilatuna,Madaba,50,"['Fast Food', 'Sandwiches ', 'Breakfast']"
Al Forn Al Shami,Sowayma,75,"['Arabic', 'Breakfast', 'Pastries']"
Arabi al Hanini Restaurant,Dana,10,"['Shawarma & Doner', 'Snacks', 'Burgers']"
Grill Makers,Amman,91,"['Burgers', 'Shawarma & Doner', 'Snacks']"
Rawabi Farah,Umm al Kundum,94,['Speciality Store']
Sweifieh Mobile,Al Khuraybah,93,['Speciality Store']
Basman Bakery,Ajloun,96,['Bread & Bakery']
Jameed Chocolate,Al Burj,66,"['Desserts', 'Crepes and Waffles']"
Baba,Al Qasţal,92,['Arabic']
Sohoul Al Ghoutah Restaurant,At-Tafilah,82,"['Arabic', 'Shawarma & Doner', 'Sandwiches ']"
Ftour W Sahour Counter,Al Khuraybah,56,['Arabic']
Loqma,Umm al Kundum,71,"['Crepes and Waffles', 'Desserts', 'Beverages']"
Eish El Hana Restaurant,Al Ḩayy,74,"['Arabic', 'Fried Chicken', 'Shawarma & Doner']"
"Highway, Irbid",Kerak,39,"['Shawarma & Doner', 'Sandwiches ', 'Burgers']"
Lana Link Mobile,Kufayrāt Abū Khīnan,90,['Speciality Store']
Falafel Foad Restaurant,Abū al Lasan,76,['Falafel']
Pizza El Rais,Ma‘ān,61,"['Pizza', 'International', 'Italian']"
Canary El Kuwait Restaurant,Al Burj,46,"['Arabic', 'Falafel', 'Shawarma & Doner']"
Terrace Cafe & Restaurant,Umm Uthainah,99,"['International', 'Pizza', 'Turkish']"
The PitMaster Smoke House,Al Qasţal,28,"['American', 'Burgers', 'International']"
Kegs,Umm al Kundum,62,"['Sandwiches ', 'Burgers', 'Snacks']"
Abd Alrahaman Al Oqaily Restaurant,Al Kafrayn,81,['Falafel']
Jajeh w Nos Broasted,Al Azraq ash Shamālī,81,['Fried Chicken']
96 Shawerma 7abash,Umm Qays,19,['Shawarma & Doner']
Nassar Grill,Bayyūḑah,43,['Grills']
Cocktail G,Kufayrāt Abū Khīnan,30,"['Juices', 'Desserts']"
Mishwar,Wadi Rum,98,['Arabic']
Turk Pure Water,Bayyūḑah,76,['Speciality Store']
Error 404,Al Quwayrah,82,"['Burgers', 'International', 'Sandwiches ']"
Shawerma Kenzi,Abū al Lasan,75,"['Shawarma & Doner', 'Sandwiches ']"
G&H Cookies,Shūnat Nimrīn,53,['Desserts']
Happy De,Shūnat Nimrīn,32,['Fried Chicken']
Parisian Cake,Wadi Rum,68,['Cakes and Desserts']
Roy Burger,Al Khuraybah,66,"['Burgers', 'American']"
Abu Seir Sweets,Al Quwayrah,56,"['Arabic', 'Desserts', 'Jordanian']"
Snacks & Shawerma Momen,"Abdoun, Amman",47,"['Breakfast', 'Shawarma & Doner', 'Sandwiches ']"
Yellow Blaze Pizza,Ash Shumaysānī,59,"['Italian', 'Pizza', 'Calzone']"
Juice Truck,Az Zarqa,53,['Juices']
Hamoudeh Link Mobile,Al Kafrayn,34,['Speciality Store']
Hangar Food,Aqaba,91,"['Burgers', 'Pizza', 'Sandwiches ']"
Crepe & More,‘Ayn Amūn,57,"['Breakfast', 'Crepes and Waffles']"
Al Mikhi Abdoun Toys,Dana,28,['Speciality Store']
West Road,Ajloun,46,"['American', 'Snacks', 'Sandwiches ']"
Altobasi For Mansaf,Shūnat Nimrīn,86,"['Arabic', 'Mandi']"
Falafel & oven Refe,Kerak,63,['Falafel']
Moajanat Al Hassan,Abū al Lasan,70,['Pastries']
Italian Sensation,Abū al Lasan,63,"['Italian', 'Pizza']"
313 Broasted,Aţ Ţayyibah,74,"['Fried Chicken', 'Snacks', 'Sandwiches ']"
Black Mark Shawerma,Al Rama,65,"['Sandwiches ', 'Shawarma & Doner', 'Snacks']"
City Cheese,At-Tafilah,63,"['Mexican', 'American', 'Arabic']"
Um Firas World,Al Quwayrah,46,"['Arabic', 'Vegetarian']"
Snack House,Kerak,12,"['Sandwiches ', 'Burgers', 'Snacks']"
Hatabtab Shawerma 3al Hatab,Umm Qays,40,"['Jordanian', 'Shawarma & Doner', 'Sandwiches ']"
Qaser Al-Manasef,Jerash,48,['Arabic']
Shawarma Bay,Sowayma,73,"['Shawarma & Doner', 'Jordanian', 'Arabic']"
Waffle Land,Ajloun,43,['Crepes and Waffles']
Ka3ketna,Al Kafrayn,49,"['Breakfast', 'Falafel', 'Snacks']"
Lee's,Ma‘ān,55,['Sandwiches ']
Al Hanini Restaurant,Al Qasţal,96,"['Arabic', 'Fried Chicken', 'Shawarma & Doner']"
Shonokol,At-Tafilah,11,"['Arabic', 'Asian', 'International']"
Bqalet Ammar Samara,Māḩiş,68,"['Grocery ', 'Convenience Store']"
Tarwe`et Beirut,Madaba,18,"['Pastries', 'Pizza', 'Lebanese']"
AL Radwan Al Shamyah Sweets,Amman,67,['Desserts']
Dajajati Restaurant,Wadi Musa,63,"['Shawarma & Doner', 'Snacks', 'Sandwiches ']"
Mashawi Alia,Māḩiş,27,"['Grills', 'Arabic']"
Ocean,Madaba,11,['Seafood']
Italiment,Māḩiş,25,['Italian']
"Shawerma, Um al Summaq",Umm Qays,79,['Shawarma & Doner']
Dark Rider,Ash Shūnah ash Shamālīyah,34,"['Burgers', 'Sandwiches ']"
Firema Smoked Shwrma,Ash Shumaysānī,56,['Shawarma & Doner']
Lezzet Istanbul,Ash Shumaysānī,14,"['Grills', 'Shawarma & Doner', 'Turkish']"
Happy Dream Cake,Abū al Lasan,19,['Desserts']
Xian,Ad Dimnah,59,"['Asian', 'Chinese', 'Japanese']"
Rakwat Kanaan Sweets,Sowayma,25,['Desserts']
Golden Tannourine  Bakery,Al Qasţal,55,"['Speciality Store', 'Bread & Bakery']"
Athina Sweets,Al Khuraybah,12,['Desserts']
Stories,Bayyūḑah,31,"['Beverages', 'Desserts']"
Talet Saris Supermarket,Dana,66,"['Grocery ', 'Supermarket']"
"In The mix, 3rd Circle",Al Kafrayn,44,"['Juices', 'Desserts']"
Mega Hardware,Shūnat Nimrīn,32,['Speciality Store']
Homemade Natural Juices,Wadi Rum,63,"['Beverages', 'Juices', 'Healthy']"
Maria Shop,Al Qasţal,58,['Speciality Store']
The Castle,"Abdoun, Amman",42,"['Burgers', 'Snacks']"
Happy Dose,Aţ Ţayyibah,28,"['Juices', 'Desserts']"
Moa'ajanat Ahl Alsham,Māḩiş,25,['Grills']
Mobile Gate,Al Kafrayn,23,['Speciality Store']
Gaith Ice Cream,Umm al Kundum,78,"['Desserts', 'Jordanian']"
Nawwarat Restaurant,Ash Shumaysānī,98,"['Arabic', 'Falafel', 'Fast Food']"
Kaakeh W Manqousheh Alyasmeen,Az Zarqa,45,"['Pastries', 'Pizza']"
Moajanat O Pizza AlZaeem,Az Zarqa,94,"['Pastries', 'Pizza']"
Vikings Burger,Umm al Kundum,72,"['Burgers', 'Snacks', 'Sandwiches ']"
Eat Fresh,Madaba,32,"['Speciality Store', 'Fruits & Vegetables']"
Damascene Sweets,Az Zarqa,79,['Desserts']
Kofta w 3aroosa,Ma‘ān,58,['Arabic']
Army Burger,Dana,45,"['Burgers', 'International', 'Sandwiches ']"
Al Mayar & Al Dana,Al Rama,100,"['Arabic', 'Yemeni']"
Sukkar w Muraba,Al Burj,84,"['Desserts', 'Crepes and Waffles']"
Kunafa Naameh W Taria,Umm Uthainah,51,"['Desserts', 'Arabic']"
Zahret Al Madaen Pastries,Wadi Musa,91,['Pastries']
Zohour Al Swafiah Restaurant,Sowayma,69,['Grills']
Laika Pet Care Center,Ad Dimnah,25,['Speciality Store']
Lole Restaurant,Aţ Ţayyibah,91,"['Sandwiches ', 'Snacks']"
Tomami,Aqaba,33,"['Asian', 'Sushi']"
Abu Jawad Burgers,Shūnat Nimrīn,90,"['American', 'Burgers', 'Grills']"
Nada Al Sham,Wadi Musa,14,"['Arabic', 'Snacks', 'Sandwiches ']"
Alharthiya Restaurant,Umm al Kundum,22,"['Burgers', 'Grills', 'Shawarma & Doner']"
SHAWERMA SALSA & KHOBZEH,Umm Qays,94,"['Shawarma & Doner', 'Snacks']"
My Kitchen 44,Ash Shūnah ash Shamālīyah,11,"['Arabic', 'Italian', 'Japanese']"
Zonk Shawarma,Amman,70,"['Fried Chicken', 'Shawarma & Doner', 'Snacks']"
Manaqish Lubnania W Pizza,Umm Uthainah,73,"['Arabic', 'Pastries', 'Pizza']"
Pizza For You,Umm Qays,100,['Pizza']
Qatra W Rashfeh,Umm Qays,83,"['American', 'Desserts', 'Coffee & Tea']"
Shawerma Teseen,Al Rama,36,"['Fast Food', 'Shawarma & Doner']"
Delivery Meat Grills,Aţ Ţayyibah,82,"['Arabic', 'Grills', 'Lebanese']"
Mshawi Ahbab AlRahman,Kufayrāt Abū Khīnan,62,['Grills']
Kleicha,Umm al Kundum,61,"['Desserts', 'Pastries']"
Kinda Cake,Aţ Ţayyibah,42,['Desserts']
Pizza Vero,Madaba,68,"['Pizza', 'Sandwiches ']"
Ka3ka W Manousheh,Ţāb Kirā‘,12,"['Jordanian', 'Pastries']"
Sidi Mubarak,Umm Qays,60,['Arabic']
Rabea And Sameh Restaurants,Al Quwayrah,84,"['Fried Chicken', 'Grills', 'Shawarma & Doner']"
Snack Box Vip,Az Zarqa,71,"['Sandwiches ', 'Shawarma & Doner', 'Snacks']"
Arabic House,Al Rama,92,"['Arabic', 'Breakfast', 'Jordanian']"
Ionic Market,Aqaba,83,"['Grocery ', 'Supermarket']"
Milk'n,Al Maşţabah,33,['Juices']
Only Lady,Kerak,49,['Speciality Store']
Zamzam Butchery,Umm al Kundum,54,"['Speciality Store', 'Fresh Meat & Fish']"
Pizza Moda,Umm Uthainah,33,"['Italian', 'Pizza']"
Alfaihaa,Jerash,79,"['Grocery ', 'Supermarket']"
Nasaem Al Rahma Fruits and Vegetables,Ash Shumaysānī,77,"['Speciality Store', 'Fruits & Vegetables']"
Falafel Shatta,Al Rama,32,"['Falafel', 'Sandwiches ']"
Shawrmanji Ala Al Fahem,Al Quwayrah,30,"['Shawarma & Doner', 'Arabic']"
Al Hanini downtown,Al Quwayrah,87,"['Shawarma & Doner', 'Arabic']"
Shonokol,Jerash,29,"['Arabic', 'Asian', 'International']"
Yelo  Broasted,Umm al Kundum,66,"['Fried Chicken', 'Brazilian', 'Fast Food']"
Maas Coffee House,Ad Dimnah,52,"['Juices', 'Beverages']"
north star ,Al Kafrayn,63,['Speciality Store']
Shikh Al Jabal,Kerak,69,"['Pastries', 'Breakfast']"
Ice Cream Qasioun Sweets,Amman,51,"['Speciality Store', 'Pastries & Sweets']"
Green Apple Organic Farm Shop,Shūnat Nimrīn,85,['Fruits and Vegetables']
Akar,At-Tafilah,67,"['Lebanese', 'Mandi']"
ELHELOU SNACKS,Jerash,24,"['Seafood', 'Jordanian', 'International']"
Gimoka,‘Ayn Amūn,57,['Beverages']
Shawrma El Za3eem,Az Zarqa,23,"['Arabic', 'Shawarma & Doner']"
Eglibha,Al Qasţal,42,['Arabic']
Mobile House,Māḩiş,71,['Speciality Store']
IL Pizzaiolo,Aqaba,87,"['Italian', 'Pasta', 'Pizza']"
Mano Doner,Amman,77,"['Shawarma & Doner', 'Sandwiches ']"
Old Town's,Shūnat Nimrīn,28,"['Desserts', 'Juices']"
Hommies,Al Rama,68,"['Shawarma & Doner', 'Snacks', 'Saj']"
Eskandarani,Bayyūḑah,32,"['Arabic', 'Egyptian', 'Sandwiches ']"
Vitamin,Bayyūḑah,47,"['Juices', 'Saj', 'Snacks']"
Hashem Restaurant,Bayyūḑah,62,"['Arabic', 'Falafel', 'Jordanian']"
Talet Al Quds Restaurant,Kerak,19,['Grills']
Dr. WOK,Ajloun,41,"['Healthy', 'Seafood', 'Asian', 'Chinese']"
"Al Fawal, Abdali",Ţāb Kirā‘,72,"['Breakfast', 'Falafel']"
Burger corner,Jerash,34,"['Burgers', 'Shawarma & Doner', 'Sandwiches ']"
Al Najm Al Arabi for Mandi,Sowayma,100,['Mandi']
Ahmad Abu Staif Restaurant,Dana,91,"['Arabic', 'Falafel', 'Jordanian']"
Abu Adam Restaurant,Al Rama,80,"['Falafel', 'Breakfast']"
Mega Hardware,Al Burj,78,['Speciality Store']
Alrashid Alsehe Sweets,Ad Dimnah,43,['Desserts']
Twilight Burger,‘Ayn Amūn,52,"['Shawarma & Doner', 'Burgers', 'Fast Food']"
Khat Al Ea'sar,Al Quwayrah,15,"['Shawarma & Doner', 'Sandwiches ']"
Shawrma Alzhra'a,Al Khuraybah,46,"['Shawarma & Doner', 'Sandwiches ']"
Semiramis,Al Maşţabah,19,"['Speciality Store', 'Pastries & Sweets']"
Puffy Pastry,Abū al Lasan,84,"['Pastries', 'Pizza']"
Top Store,Wadi Rum,99,['Speciality Store']
Lara`s Kitchen,Madaba,28,"['Arabic', 'Grills', 'Jordanian']"
Hisas Online,Ma‘ān,40,['Speciality Store']
Mokhalalat,Ma‘ān,24,['Speciality Store']
Glamour Florist,Abū al Lasan,100,['Flowers']
Bun Meats Dough,Al Rama,90,"['American', 'Burgers', 'Desserts']"
Shawerma Al Salam,Az Zarqa,50,['Shawarma & Doner']
Tatlish Sweets,Abū al Lasan,23,"['Desserts', 'Donuts']"
Zain Taste,Bayyūḑah,56,['Arabic']
Fantastic Flower,Al Azraq ash Shamālī,90,['Flowers']
Lebnani Alshamal,Umm Uthainah,79,['Juices']
Ozone Cafe,Ash Shūnah ash Shamālīyah,57,"['Arabic', 'Jordanian']"
"Mickey's Burger,Marj alhamam",Ash Shūnah ash Shamālīyah,76,"['American', 'Burgers', 'Jordanian']"
Aurjwan,Kufayrāt Abū Khīnan,88,"['Pizza', 'Beverages', 'International']"
Chi Chiami,Al Qasţal,43,"['Pizza', 'Pastries']"
Eshtafina Tourist Restaurant,Umm Uthainah,34,"['Arabic', 'Grills']"
Bozat Al Nawras,Al Maşţabah,100,"['Juices', 'Italian']"
Kenzi Butchery,Umm Qays,57,"['Speciality Store', 'Fresh Meat & Fish']"
Basman Bakery,Jerash,48,"['Speciality Store', 'Bread & Bakery']"
Sanadkom Restaurant,Shūnat Nimrīn,91,['Arabic']
Sidra Pastries,Madaba,25,"['Breakfast', 'Pastries']"
Manageesh & pizza abul abed,Ad Dimnah,56,"['Pastries', 'Pizza']"
Falafel Abu Zaid,Al Qasţal,24,"['Falafel', 'Sandwiches ']"
Saj Snack,Ash Shūnah ash Shamālīyah,24,"['Sandwiches ', 'Burgers', 'Pizza']"
Dhabi Al Yaman,‘Ayn Amūn,45,"['Arabic', 'Yemeni', 'Mandi']"
Shawerma Juicy,Al Burj,59,['Shawarma & Doner']
Tamees & Tagmees,‘Ayn Amūn,81,"['Arabic', 'Breakfast', 'Yemeni']"
Tatbileh,Az Zarqa,43,"['Shawarma & Doner', 'Snacks']"
Alam Almoajannat Alshameyyeh,Al Rama,25,"['Arabic', 'Breakfast', 'Pastries']"
Cherry Mango,Al Burj,53,"['Beverages', 'Juices', 'Desserts']"
Ziyad AL Mahameed For Mansaf,Al Kafrayn,50,"['Jordanian', 'Arabic', 'Healthy']"
Houston's Restaurant,‘Ayn Amūn,64,"['American', 'Burgers', 'International']"
Amman Roots,Al Kafrayn,19,"['American', 'Desserts', 'Pizza']"
1 JD and More,Dana,33,['Speciality Store']
Mr. Snack,Madaba,39,"['Sandwiches ', 'Snacks']"
Abu Ibrahim Restaurant,Shūnat Nimrīn,53,"['Falafel', 'Breakfast']"
Manqoosh El-Kornesh,Aqaba,94,['Arabic']
Stop & Shop,Abū al Lasan,58,"['Grocery ', 'Supermarket']"
Boom Coffee,Aqaba,18,['Juices']
Shawarma AlRainbow,Ad Dimnah,95,"['Shawarma & Doner', 'Fried Chicken']"
Soul Food Express,Kufayrāt Abū Khīnan,74,"['American', 'Burgers']"
Crazy Hotdog,Dana,73,"['American', 'Hot Dogs']"
Layale Amman -knafeh 3 hatab,Umm al Kundum,46,"['Desserts', 'Crepes and Waffles']"
Pizza Moda,At-Tafilah,23,"['Italian', 'Pizza']"
Shawerma Juicy,Aqaba,77,['Shawarma & Doner']
Dr. Waffles,Madaba,31,"['Breakfast', 'Crepes and Waffles', 'Desserts']"
Knafet Al Madina,At-Tafilah,59,"['Desserts', 'Arabic']"
Shawerma Box,Aqaba,74,"['Shawarma & Doner', 'Snacks']"
Land Pastries,Al Quwayrah,10,"['International', 'Turkish', 'Beverages']"
Al Tirawi Fruits And Vegetables,Al Rama,44,"['Speciality Store', 'Fruits & Vegetables']"
Alhout Coffee,Wadi Musa,67,"['Beverages', 'Juices']"
Hindi Mandi,Abū al Lasan,22,"['Indian', 'Mandi']"
Ajban Haneen,Dana,94,['Speciality Store']
Bait El Fahem,Al Ḩayy,96,['Grills']
Golden Burger,Kufayrāt Abū Khīnan,74,"['Burgers', 'Fast Food', 'American']"
Shawerma Al Baik,Al Azraq ash Shamālī,92,"['Shawarma & Doner', 'Snacks']"
AlHajawi Market,Ash Shumaysānī,68,"['Grocery ', 'Supermarket']"
Sarena Pizza,Umm Qays,60,"['Italian', 'Pizza', 'Vegetarian']"
Bon ALTobase,Amman,51,"['Speciality Store', 'Nuts & Dried Fruit']"
Halwanji Sweets,Al Rama,81,['Desserts']
Alshaikhane,Ash Shūnah ash Shamālīyah,18,['Breakfast']
Khrman Restaurant,At-Tafilah,69,"['Arabic', 'Falafel', 'Sandwiches ']"
Bekdash - Abu Nseir,Al Qasţal,68,"['Crepes and Waffles', 'Desserts']"
Shadi Mobile,Kerak,22,['Speciality Store']
Chi Chiami,Al Burj,38,"['Pizza', 'Pastries']"
Teber for Water,Shūnat Nimrīn,50,['Speciality Store']
Sidi Mubarak,Wadi Rum,55,['Arabic']
Samer Snack,Al Maşţabah,52,"['Arabic', 'Fast Food', 'Sandwiches ']"
Mac n` cheese,Al Khuraybah,32,"['American', 'International', 'Pasta', 'Pizza']"
Basmati Ana,Amman,99,"['Fried Chicken', 'Grills', 'Sandwiches ']"
Adan Restaurant,Umm Qays,83,"['Breakfast', 'Falafel', 'Sandwiches ']"
Su Casa,Abū al Lasan,95,['International']
Wildberry,Aţ Ţayyibah,41,"['Breakfast', 'Juices', 'Desserts']"
Jubran Eats,Irbid,71,"['International', 'Lebanese', 'Grills']"
Tatbileh,Al Qasţal,38,"['Shawarma & Doner', 'Snacks']"
Nidal Al Kalha,Ţāb Kirā‘,17,['Falafel']
Kan Coffee House,Umm Qays,36,"['American', 'Desserts']"
Nada AL-Quds,Kerak,54,"['Sandwiches ', 'Shawarma & Doner', 'Snacks']"
Kaila Ever green Flowers,At-Tafilah,14,['Flowers']
Baskin Robbins,Al Qasţal,94,"['Desserts', 'Ice Cream']"
Shawerma Arabi Franji,Al Ḩayy,49,"['Sandwiches ', 'Shawarma & Doner']"
Waffle & Waffle,Al Burj,92,['Crepes and Waffles']
Semiramis,Shūnat Nimrīn,43,"['Speciality Store', 'Pastries & Sweets']"
Jabal Lebnan,Wadi Musa,23,"['Jordanian', 'Fried Chicken', 'Shawarma & Doner']"
Mo3ajanat Amer W Khaled,Umm al Kundum,28,"['Pastries', 'Pizza', 'Breakfast', 'Manaqeesh']"
Aboud Restaurant,Al Burj,32,"['Falafel', 'Sandwiches ']"
Malhamet Janaen Al Madina,Al Ḩayy,75,"['Specialty Store', 'Butchery']"
2 Friends,Jerash,55,"['Burgers', 'Grills']"
H Plus Mobile,Ash Shūnah ash Shamālīyah,72,['Speciality Store']
Salamtkom Roastery,Wadi Rum,12,"['Speciality Store', 'Nuts & Dried Fruit']"
Malhamet W Mshawi Al Lanji,Madaba,14,['Grills']
Venicea,At-Tafilah,33,"['International', 'Seafood', 'Yemeni']"
Koshari Om Yazan,Ash Shumaysānī,18,['Arabic']
Shawarma Shabab,Umm Uthainah,75,"['Shawarma & Doner', 'Burgers', 'Fried Chicken']"
Almankal Chicken Tikka,Ash Shumaysānī,31,"['Grills', 'Healthy', 'Arabic']"
Matjar Al Joud,Madaba,54,['Speciality Store']
Warak Enab Restaurant,Ash Shumaysānī,58,"['Lebanese', 'Pizza']"
AlKong restaurant,Ash Shumaysānī,38,"['Sandwiches ', 'Snacks']"
sweet corner,Wadi Musa,99,['Desserts']
Moajanat O Pizza AlZaeem,Dana,20,"['Pastries', 'Pizza']"
Makhbozat Factory,Shūnat Nimrīn,69,"['Manaqeesh', 'Pastries', 'Pizza']"
Koshary Man,Ad Dimnah,61,['Egyptian']
Shahrzad Grills,Kerak,86,"['Arabic', 'Grills']"
Sofratna Restaurant,Al Maşţabah,54,"['Arabic', 'Juices']"
Heaven Cocktails,Shūnat Nimrīn,34,['Juices']
Sallora Restaurant,Wadi Musa,55,"['Arabic', 'Grills', 'Mandi']"
Shawerma Al Reef,"Abdoun, Amman",39,['Shawarma & Doner']
Ghosn Al Bustan,Sowayma,50,"['Manaqeesh', 'Pastries', 'Pizza']"
Pizza Viaggio,Al Maşţabah,55,"['Pizza', 'Pasta', 'Pastries']"
666 Market,"Abdoun, Amman",39,"['Grocery ', 'Supermarket']"
Shahia Restaurant,Sowayma,53,"['Shawarma & Doner', 'Sandwiches ', 'Fried Chicken']"
Falafel Shatta,Sowayma,79,"['Falafel', 'Sandwiches ']"
Burger Land,Al Burj,24,"['American', 'Burgers', 'Sandwiches ']"
Bowl's Up,Al Qasţal,39,['Arabic']
Tasty Grill,Ash Shumaysānī,29,"['Burgers', 'Snacks']"
Art Supplies,Ajloun,27,['Speciality Store']
Moajanat Tal Al Ward Al shamih,Al Khuraybah,85,"['Pastries', 'Pizza', 'Manaqeesh']"
7ariqah,‘Ayn Amūn,64,"['Shawarma & Doner', 'Snacks', 'Sandwiches ']"
Raghad Cake,Umm Qays,14,"['Bakery and Cakes', 'Desserts']"
Rabee3 Sameh,Al Qasţal,55,"['Arabic', 'Shawarma & Doner', 'Snacks']"
Shawerma Box,Umm Uthainah,89,"['Shawarma & Doner', 'Snacks']"
Central Rawabi AlHizam For Fruits And Vegetable,Umm Uthainah,72,"['Speciality Store', 'Fruits & Vegetables']"
Subhub,At-Tafilah,15,"['Sandwiches ', 'Fast Food', 'Snacks']"
Jazar W Brocoli,Al Azraq ash Shamālī,97,"['Arabic', 'Grills', 'Healthy']"
Urban Shawerma,Ma‘ān,87,"['Shawarma & Doner', 'Sandwiches ']"
Jayb Al Tajer Sandwiches,At-Tafilah,97,['American']
Shake Nation,Al Quwayrah,100,"['Arabic', 'Healthy']"
Granos Coffee House,Dana,38,['Beverages']
Walaa`s Koshary,At-Tafilah,42,['Egyptian']
Ward W Kabab,Al Khuraybah,52,"['Arabic', 'Breakfast', 'Grills']"
Sadeen Snack,Az Zarqa,30,"['Burgers', 'Snacks']"
Ruboa Alabdali Bakery,Irbid,56,"['Speciality Store', 'Bread & Bakery']"
Alsonbolah Bakeries ( Irbid Mall ),Aţ Ţayyibah,61,"['Speciality Store', 'Bread & Bakery']"
Spain House Restaurant,Al Maşţabah,57,"['Burgers', 'Shawarma & Doner', 'Snacks']"
Al Arz Al Markazi,At-Tafilah,11,['Grounded Coffee Beans']
Al Khuta 5.3.2,Al Rama,32,"['Arabic', 'Grills', 'Vegetarian']"
Al khetyar,Al Azraq ash Shamālī,25,"['Arabic', 'Lebanese', 'Manaqeesh']"
AL Terawe For Cleaning Materials,Al Ḩayy,28,['Speciality Store']
Al Khateeb Mobile,Irbid,87,['Speciality Store']
Section -C,Umm Uthainah,71,"['Fast Food', 'Sandwiches ']"
CHILI WINGS,Umm Qays,30,"['Arabic', 'Fried Chicken']"
Dollar burger,Māḩiş,68,"['Arabic', 'Burgers']"
Almond Mini Market,Jerash,11,"['Grocery ', 'Convenience Store']"
Chicken Tikka Express,Ţāb Kirā‘,61,"['Grills', 'Indian']"
Brutus Fried Chicken,Al Maşţabah,69,['Fried Chicken']
Chopsticks,Al Azraq ash Shamālī,53,"['Chinese', 'Asian']"
Shawerma Box,Ad Dimnah,45,"['Shawarma & Doner', 'Snacks']"
Yehya Al Baik Restaurant,Al Maşţabah,81,"['Shawarma & Doner', 'Sandwiches ']"
Shami BarBar Sweets,Bayyūḑah,49,"['Arabic', 'Desserts']"
Oat Farmer,Umm Uthainah,52,['Speciality Store']
Modern Aalia Resturant,Māḩiş,52,"['Arabic', 'Breakfast', 'Falafel']"
Gelato Sweets,Kerak,68,['Desserts']
Crowne Plaza - Cafe Vienna,Al Azraq ash Shamālī,17,['Breakfast']
Roasters Shop,Az Zarqa,76,"['Speciality Store', 'Coffee & Tea']"
Grill Man,Kerak,20,"['Burgers', 'Grills', 'Sandwiches ']"
Shawarma Al Hareef,Ajloun,78,"['American', 'Shawarma & Doner', 'Sandwiches ']"
Tatbileh,Sowayma,60,"['Shawarma & Doner', 'Snacks']"
Nidal Al Kalha,Al Azraq ash Shamālī,11,['Falafel']
Chicken Planet,Kufayrāt Abū Khīnan,40,['Fried Chicken']
AlRayes Sweets,Abū al Lasan,65,['Desserts']
Amer & Amar Restaurant,Al Kafrayn,39,"['Shawarma & Doner', 'Fried Chicken']"
Rajeen Express,Ma‘ān,27,"['Arabic', 'International', 'Lebanese']"
Sucre Sale,Ţāb Kirā‘,26,"['Pastries', 'Jordanian', 'Breakfast']"
bawabet motah,Al Quwayrah,88,"['Manaqeesh', 'Pastries', 'Breakfast']"
Mr. Burritos,At-Tafilah,85,"['Burgers', 'Mexican']"
Qaser Alpizza Alitali,"Abdoun, Amman",22,"['Pizza', 'Snacks']"
Pizza Time,Al Azraq ash Shamālī,49,['Pizza']
Sweilem Automatic Bakery,Al Burj,81,"['Speciality Store', 'Bread & Bakery']"
Daria lelmataam,Aţ Ţayyibah,18,['Shawarma & Doner']
